word,total_count,total_frequency,trump_count,trump_frequency,obama_frequency,obama_count,syllable
hears,6,1.10E-05,2,4.56E-06,3.79E-05,4,1
rough,6,1.10E-05,5,1.14E-05,9.47E-06,1,1
sizes,6,1.10E-05,3,6.83E-06,2.84E-05,3,1
slash,6,1.10E-05,5,1.14E-05,9.47E-06,1,1
emily,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
music,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
asian,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
cards,6,1.10E-05,4,9.11E-06,1.89E-05,2,1
buddy,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
sudan,6,1.10E-05,6,1.37E-05,0,0,2
threw,6,1.10E-05,6,1.37E-05,0,0,1
topic,6,1.10E-05,6,1.37E-05,0,0,2
owned,6,1.10E-05,6,1.37E-05,0,0,1
grave,6,1.10E-05,6,1.37E-05,0,0,1
idlib,6,1.10E-05,6,1.37E-05,0,0,2
spain,6,1.10E-05,6,1.37E-05,0,0,1
valor,6,1.10E-05,6,1.37E-05,0,0,2
wiped,6,1.10E-05,6,1.37E-05,0,0,1
wifes,6,1.10E-05,6,1.37E-05,0,0,1
stein,6,1.10E-05,6,1.37E-05,0,0,1
towns,6,1.10E-05,6,1.37E-05,0,0,1
diego,6,1.10E-05,6,1.37E-05,0,0,2
idaho,6,1.10E-05,6,1.37E-05,0,0,3
surge,6,1.10E-05,6,1.37E-05,0,0,1
lemon,6,1.10E-05,6,1.37E-05,0,0,2
laugh,6,1.10E-05,6,1.37E-05,0,0,1
crown,6,1.10E-05,6,1.37E-05,0,0,1
liars,6,1.10E-05,6,1.37E-05,0,0,1
envoy,6,1.10E-05,6,1.37E-05,0,0,2
ships,6,1.10E-05,6,1.37E-05,0,0,1
blows,6,1.10E-05,6,1.37E-05,0,0,1
suing,6,1.10E-05,6,1.37E-05,0,0,1
grief,6,1.10E-05,6,1.37E-05,0,0,1
assad,6,1.10E-05,6,1.37E-05,0,0,2
ninth,6,1.10E-05,6,1.37E-05,0,0,1
libel,6,1.10E-05,6,1.37E-05,0,0,2
cages,6,1.10E-05,6,1.37E-05,0,0,1
setup,6,1.10E-05,6,1.37E-05,0,0,2
drone,6,1.10E-05,6,1.37E-05,0,0,1
repeat,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
tackle,6,1.10E-05,0,0,5.68E-05,6,2
coffee,6,1.10E-05,0,0,5.68E-05,6,2
ignore,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
remind,6,1.10E-05,2,4.56E-06,3.79E-05,4,2
heaven,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
degree,6,1.10E-05,2,4.56E-06,3.79E-05,4,2
stuart,6,1.10E-05,5,1.14E-05,9.47E-06,1,1
reject,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
prefer,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
struck,6,1.10E-05,5,1.14E-05,9.47E-06,1,1
childs,6,1.10E-05,0,0,5.68E-05,6,1
reopen,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
urgent,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
exists,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
retire,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
pieces,6,1.10E-05,5,1.14E-05,9.47E-06,1,1
grieve,6,1.10E-05,5,1.14E-05,9.47E-06,1,1
bridge,6,1.10E-05,5,1.14E-05,9.47E-06,1,1
justin,6,1.10E-05,6,1.37E-05,0,0,2
beirut,6,1.10E-05,6,1.37E-05,0,0,2
lethal,6,1.10E-05,6,1.37E-05,0,0,2
agency,6,1.10E-05,6,1.37E-05,0,0,3
spends,6,1.10E-05,6,1.37E-05,0,0,1
lesley,6,1.10E-05,6,1.37E-05,0,0,2
regard,6,1.10E-05,6,1.37E-05,0,0,2
column,6,1.10E-05,6,1.37E-05,0,0,2
nicole,6,1.10E-05,6,1.37E-05,0,0,3
clause,6,1.10E-05,6,1.37E-05,0,0,1
abuses,6,1.10E-05,6,1.37E-05,0,0,2
snyder,6,1.10E-05,6,1.37E-05,0,0,2
jordan,6,1.10E-05,6,1.37E-05,0,0,2
timing,6,1.10E-05,6,1.37E-05,0,0,2
finale,6,1.10E-05,6,1.37E-05,0,0,3
smooth,6,1.10E-05,6,1.37E-05,0,0,1
lately,6,1.10E-05,6,1.37E-05,0,0,3
tigers,6,1.10E-05,6,1.37E-05,0,0,2
garcia,6,1.10E-05,6,1.37E-05,0,0,2
deface,6,1.10E-05,6,1.37E-05,0,0,2
obiden,6,1.10E-05,6,1.37E-05,0,0,3
legend,6,1.10E-05,6,1.37E-05,0,0,2
signal,6,1.10E-05,6,1.37E-05,0,0,2
delays,6,1.10E-05,6,1.37E-05,0,0,2
arnold,6,1.10E-05,6,1.37E-05,0,0,2
clowns,6,1.10E-05,6,1.37E-05,0,0,1
mocked,6,1.10E-05,6,1.37E-05,0,0,1
misled,6,1.10E-05,6,1.37E-05,0,0,1
poured,6,1.10E-05,6,1.37E-05,0,0,1
cooper,6,1.10E-05,6,1.37E-05,0,0,2
upward,6,1.10E-05,6,1.37E-05,0,0,2
flunky,6,1.10E-05,6,1.37E-05,0,0,2
topics,6,1.10E-05,6,1.37E-05,0,0,2
duluth,6,1.10E-05,6,1.37E-05,0,0,2
bombed,6,1.10E-05,6,1.37E-05,0,0,1
herman,6,1.10E-05,6,1.37E-05,0,0,2
manuel,6,1.10E-05,6,1.37E-05,0,0,2
length,6,1.10E-05,6,1.37E-05,0,0,1
lovely,6,1.10E-05,6,1.37E-05,0,0,3
walker,6,1.10E-05,6,1.37E-05,0,0,2
proves,6,1.10E-05,6,1.37E-05,0,0,1
haspel,6,1.10E-05,6,1.37E-05,0,0,2
heroism,6,1.10E-05,2,4.56E-06,3.79E-05,4,2
crucial,6,1.10E-05,2,4.56E-06,3.79E-05,4,2
drivers,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
pathway,6,1.10E-05,2,4.56E-06,3.79E-05,4,2
stewart,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
rooting,6,1.10E-05,2,4.56E-06,3.79E-05,4,2
dangers,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
balance,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
awesome,6,1.10E-05,4,9.11E-06,1.89E-05,2,3
surging,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
mandela,6,1.10E-05,0,0,5.68E-05,6,3
stanley,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
ceiling,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
forcing,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
bargain,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
default,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
enacted,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
revenue,6,1.10E-05,3,6.83E-06,2.84E-05,3,3
propose,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
extends,6,1.10E-05,0,0,5.68E-05,6,2
talents,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
sounded,6,1.10E-05,5,1.14E-05,9.47E-06,1,1
explode,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
donated,6,1.10E-05,2,4.56E-06,3.79E-05,4,2
layoffs,6,1.10E-05,1,2.28E-06,4.74E-05,5,2
gateway,6,1.10E-05,3,6.83E-06,2.84E-05,3,3
hopeful,6,1.10E-05,1,2.28E-06,4.74E-05,5,3
olympic,6,1.10E-05,3,6.83E-06,2.84E-05,3,3
prosper,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
printed,6,1.10E-05,4,9.11E-06,1.89E-05,2,1
insider,6,1.10E-05,2,4.56E-06,3.79E-05,4,3
academy,6,1.10E-05,5,1.14E-05,9.47E-06,1,4
spouses,6,1.10E-05,5,1.14E-05,9.47E-06,1,1
contest,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
incomes,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
empower,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
weakest,6,1.10E-05,6,1.37E-05,0,0,2
bailing,6,1.10E-05,6,1.37E-05,0,0,2
miracle,6,1.10E-05,6,1.37E-05,0,0,3
loyalty,6,1.10E-05,6,1.37E-05,0,0,3
assured,6,1.10E-05,6,1.37E-05,0,0,2
western,6,1.10E-05,6,1.37E-05,0,0,2
packing,6,1.10E-05,6,1.37E-05,0,0,2
turmoil,6,1.10E-05,6,1.37E-05,0,0,2
rockets,6,1.10E-05,6,1.37E-05,0,0,2
lawless,6,1.10E-05,6,1.37E-05,0,0,2
dispute,6,1.10E-05,6,1.37E-05,0,0,2
suspend,6,1.10E-05,6,1.37E-05,0,0,2
grounds,6,1.10E-05,6,1.37E-05,0,0,1
quoting,6,1.10E-05,6,1.37E-05,0,0,2
grossly,6,1.10E-05,6,1.37E-05,0,0,2
warrant,6,1.10E-05,6,1.37E-05,0,0,2
figured,6,1.10E-05,6,1.37E-05,0,0,2
offense,6,1.10E-05,6,1.37E-05,0,0,2
similar,6,1.10E-05,6,1.37E-05,0,0,3
origins,6,1.10E-05,6,1.37E-05,0,0,3
scorned,6,1.10E-05,6,1.37E-05,0,0,1
stating,6,1.10E-05,6,1.37E-05,0,0,2
concept,6,1.10E-05,6,1.37E-05,0,0,2
ireland,6,1.10E-05,6,1.37E-05,0,0,3
spewing,6,1.10E-05,6,1.37E-05,0,0,2
clients,6,1.10E-05,6,1.37E-05,0,0,1
comfort,6,1.10E-05,6,1.37E-05,0,0,2
heights,6,1.10E-05,6,1.37E-05,0,0,1
eternal,6,1.10E-05,6,1.37E-05,0,0,3
dumping,6,1.10E-05,6,1.37E-05,0,0,2
pumping,6,1.10E-05,6,1.37E-05,0,0,2
andrews,6,1.10E-05,6,1.37E-05,0,0,2
accuser,6,1.10E-05,6,1.37E-05,0,0,3
mexicos,6,1.10E-05,6,1.37E-05,0,0,3
surplus,6,1.10E-05,6,1.37E-05,0,0,2
cameron,6,1.10E-05,6,1.37E-05,0,0,3
zealand,6,1.10E-05,6,1.37E-05,0,0,2
mountain,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
presence,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
repealed,6,1.10E-05,1,2.28E-06,4.74E-05,5,2
outdoors,6,1.10E-05,4,9.11E-06,1.89E-05,2,2
earliest,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
jeopardy,6,1.10E-05,4,9.11E-06,1.89E-05,2,3
reaffirm,6,1.10E-05,3,6.83E-06,2.84E-05,3,3
defended,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
answered,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
passover,6,1.10E-05,3,6.83E-06,2.84E-05,3,3
margaret,6,1.10E-05,1,2.28E-06,4.74E-05,5,3
sergeant,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
exchange,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
argument,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
liberate,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
practice,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
olympics,6,1.10E-05,4,9.11E-06,1.89E-05,2,3
sometime,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
normandy,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
landmark,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
takeover,6,1.10E-05,3,6.83E-06,2.84E-05,3,3
emirates,6,1.10E-05,6,1.37E-05,0,0,3
shocking,6,1.10E-05,6,1.37E-05,0,0,2
suppress,6,1.10E-05,6,1.37E-05,0,0,2
betrayal,6,1.10E-05,6,1.37E-05,0,0,3
reversed,6,1.10E-05,6,1.37E-05,0,0,2
carrying,6,1.10E-05,6,1.37E-05,0,0,2
stealing,6,1.10E-05,6,1.37E-05,0,0,2
separate,6,1.10E-05,6,1.37E-05,0,0,3
prisoner,6,1.10E-05,6,1.37E-05,0,0,3
province,6,1.10E-05,6,1.37E-05,0,0,2
notified,6,1.10E-05,6,1.37E-05,0,0,3
contempt,6,1.10E-05,6,1.37E-05,0,0,2
supplies,6,1.10E-05,6,1.37E-05,0,0,2
relative,6,1.10E-05,6,1.37E-05,0,0,3
elements,6,1.10E-05,6,1.37E-05,0,0,3
produces,6,1.10E-05,6,1.37E-05,0,0,2
infected,6,1.10E-05,6,1.37E-05,0,0,2
infested,6,1.10E-05,6,1.37E-05,0,0,2
decisive,6,1.10E-05,6,1.37E-05,0,0,3
draining,6,1.10E-05,6,1.37E-05,0,0,2
agreeing,6,1.10E-05,6,1.37E-05,0,0,3
category,6,1.10E-05,6,1.37E-05,0,0,4
brussels,6,1.10E-05,6,1.37E-05,0,0,2
strassel,6,1.10E-05,6,1.37E-05,0,0,2
resolved,6,1.10E-05,6,1.37E-05,0,0,2
helsinki,6,1.10E-05,6,1.37E-05,0,0,3
launches,6,1.10E-05,6,1.37E-05,0,0,1
tragedies,6,1.10E-05,3,6.83E-06,2.84E-05,3,3
arguments,6,1.10E-05,4,9.11E-06,1.89E-05,2,3
organizer,6,1.10E-05,0,0,5.68E-05,6,4
launching,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
estimated,6,1.10E-05,3,6.83E-06,2.84E-05,3,3
guarantee,6,1.10E-05,3,6.83E-06,2.84E-05,3,3
achieving,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
deadlines,6,1.10E-05,0,0,5.68E-05,6,2
defunding,6,1.10E-05,4,9.11E-06,1.89E-05,2,3
unmatched,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
delighted,6,1.10E-05,2,4.56E-06,3.79E-05,4,2
prominent,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
depending,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
purchases,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
decimated,6,1.10E-05,6,1.37E-05,0,0,3
disgusted,6,1.10E-05,6,1.37E-05,0,0,2
provision,6,1.10E-05,6,1.37E-05,0,0,3
eradicate,6,1.10E-05,6,1.37E-05,0,0,4
demeaning,6,1.10E-05,6,1.37E-05,0,0,3
endorsing,6,1.10E-05,6,1.37E-05,0,0,3
deterrent,6,1.10E-05,6,1.37E-05,0,0,3
seemingly,6,1.10E-05,6,1.37E-05,0,0,3
accepting,6,1.10E-05,6,1.37E-05,0,0,3
responded,6,1.10E-05,6,1.37E-05,0,0,2
competing,6,1.10E-05,6,1.37E-05,0,0,3
lordstown,6,1.10E-05,6,1.37E-05,0,0,2
imploding,6,1.10E-05,6,1.37E-05,0,0,3
involving,6,1.10E-05,6,1.37E-05,0,0,3
christian,6,1.10E-05,6,1.37E-05,0,0,2
sleazebag,6,1.10E-05,6,1.37E-05,0,0,3
legislate,6,1.10E-05,6,1.37E-05,0,0,3
concluded,6,1.10E-05,6,1.37E-05,0,0,2
feinstein,6,1.10E-05,6,1.37E-05,0,0,2
operative,6,1.10E-05,6,1.37E-05,0,0,4
oversight,6,1.10E-05,6,1.37E-05,0,0,3
pressured,6,1.10E-05,6,1.37E-05,0,0,2
congenial,6,1.10E-05,6,1.37E-05,0,0,3
detention,6,1.10E-05,6,1.37E-05,0,0,3
connect,6,1.10E-05,6,1.37E-05,0,0,2
vetting,6,1.10E-05,6,1.37E-05,0,0,2
stunning,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
mill,6,1.10E-05,2,4.56E-06,3.79E-05,4,1
falls,6,1.10E-05,5,1.14E-05,9.47E-06,1,1
hills,6,1.10E-05,6,1.37E-05,0,0,1
nelly,6,1.10E-05,6,1.37E-05,0,0,2
mollie,6,1.10E-05,6,1.37E-05,0,0,2
pulling,6,1.10E-05,3,6.83E-06,2.84E-05,3,2
collude,6,1.10E-05,6,1.37E-05,0,0,2
villages,6,1.10E-05,6,1.37E-05,0,0,2
killings,6,1.10E-05,6,1.37E-05,0,0,2
cancelled,6,1.10E-05,6,1.37E-05,0,0,2
ballistic,6,1.10E-05,6,1.37E-05,0,0,3
gallagher,6,1.10E-05,6,1.37E-05,0,0,3
enrollment,6,1.10E-05,1,2.28E-06,4.74E-05,5,3
wrongfully,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
colleagues,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
fulfilling,6,1.10E-05,6,1.37E-05,0,0,3
optimistic,6,1.10E-05,3,6.83E-06,2.84E-05,3,4
celebrates,6,1.10E-05,3,6.83E-06,2.84E-05,3,3
guarantees,6,1.10E-05,4,9.11E-06,1.89E-05,2,3
chancellor,6,1.10E-05,6,1.37E-05,0,0,3
designated,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
households,6,1.10E-05,0,0,5.68E-05,6,3
struggling,6,1.10E-05,0,0,5.68E-05,6,2
disappoint,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
beautifully,6,1.10E-05,6,1.37E-05,0,0,5
unemployed,6,1.10E-05,1,2.28E-06,4.74E-05,5,3
celebrated,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
discovered,6,1.10E-05,6,1.37E-05,0,0,3
confirming,6,1.10E-05,6,1.37E-05,0,0,3
documented,6,1.10E-05,6,1.37E-05,0,0,3
powerhouse,6,1.10E-05,6,1.37E-05,0,0,3
automobile,6,1.10E-05,6,1.37E-05,0,0,5
courthouse,6,1.10E-05,6,1.37E-05,0,0,2
manchester,6,1.10E-05,6,1.37E-05,0,0,3
professionally,6,1.10E-05,6,1.37E-05,0,0,5
journalist,6,1.10E-05,6,1.37E-05,0,0,3
foreperson,6,1.10E-05,6,1.37E-05,0,0,4
federalist,6,1.10E-05,6,1.37E-05,0,0,4
disruption,6,1.10E-05,6,1.37E-05,0,0,3
unsuccessfully,6,1.10E-05,6,1.37E-05,0,0,5
rosenstein,6,1.10E-05,6,1.37E-05,0,0,3
underlying,6,1.10E-05,6,1.37E-05,0,0,3
membership,6,1.10E-05,6,1.37E-05,0,0,3
elite,6,1.10E-05,6,1.37E-05,0,0,2
critics,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
inviting,6,1.10E-05,4,9.11E-06,1.89E-05,2,3
coalition,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
expedited,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
withdrawn,6,1.10E-05,6,1.37E-05,0,0,2
fitton,6,1.10E-05,6,1.37E-05,0,0,2
belittle,6,1.10E-05,6,1.37E-05,0,0,3
illegitimate,6,1.10E-05,6,1.37E-05,0,0,5
traditional,6,1.10E-05,6,1.37E-05,0,0,4
universities,6,1.10E-05,6,1.37E-05,0,0,5
gather,6,1.10E-05,5,1.14E-05,9.47E-06,1,2
slammed,6,1.10E-05,6,1.37E-05,0,0,1
appreciated,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
outsourcing,6,1.10E-05,4,9.11E-06,1.89E-05,2,3
consolidate,6,1.10E-05,0,0,5.68E-05,6,4
appreciates,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
infographic,6,1.10E-05,0,0,5.68E-05,6,4
sacrificing,6,1.10E-05,4,9.11E-06,1.89E-05,2,4
coordinated,6,1.10E-05,5,1.14E-05,9.47E-06,1,3
nominations,6,1.10E-05,5,1.14E-05,9.47E-06,1,4
compromised,6,1.10E-05,6,1.37E-05,0,0,3
fabrication,6,1.10E-05,6,1.37E-05,0,0,4
sovereignty,6,1.10E-05,6,1.37E-05,0,0,4
prosecution,6,1.10E-05,6,1.37E-05,0,0,4
improvement,6,1.10E-05,6,1.37E-05,0,0,4
consultants,6,1.10E-05,6,1.37E-05,0,0,3
interfering,6,1.10E-05,6,1.37E-05,0,0,4
restoration,6,1.10E-05,6,1.37E-05,0,0,4
communist,6,1.10E-05,6,1.37E-05,0,0,3
recommend,6,1.10E-05,6,1.37E-05,0,0,3
recommending,6,1.10E-05,6,1.37E-05,0,0,4
contribution,6,1.10E-05,3,6.83E-06,2.84E-05,3,4
temperatures,6,1.10E-05,3,6.83E-06,2.84E-05,3,4
alternatives,6,1.10E-05,6,1.37E-05,0,0,4
legislatures,6,1.10E-05,6,1.37E-05,0,0,4
distribution,6,1.10E-05,6,1.37E-05,0,0,4
conclusively,6,1.10E-05,6,1.37E-05,0,0,5
civilization,6,1.10E-05,6,1.37E-05,0,0,5
unbelievably,6,1.10E-05,6,1.37E-05,0,0,5
championship,6,1.10E-05,6,1.37E-05,0,0,3
schneiderman,6,1.10E-05,6,1.37E-05,0,0,3
requirements,6,1.10E-05,6,1.37E-05,0,0,4
apprehending,6,1.10E-05,6,1.37E-05,0,0,4
prosecutorial,6,1.10E-05,6,1.37E-05,0,0,5
groundbreaking,6,1.10E-05,4,9.11E-06,1.89E-05,2,3
sun,5,9.18E-06,1,2.28E-06,3.79E-05,4,1
ofa,5,9.18E-06,0,0,4.74E-05,5,1
eve,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
dec,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
hug,5,9.18E-06,0,0,4.74E-05,5,1
uaw,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
sir,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
gsa,5,9.18E-06,5,1.14E-05,0,0,1
tap,5,9.18E-06,5,1.14E-05,0,0,1
non,5,9.18E-06,5,1.14E-05,0,0,1
max,5,9.18E-06,5,1.14E-05,0,0,1
reg,5,9.18E-06,5,1.14E-05,0,0,1
sky,5,9.18E-06,5,1.14E-05,0,0,1
uss,5,9.18E-06,5,1.14E-05,0,0,1
sri,5,9.18E-06,5,1.14E-05,0,0,1
bars,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
aids,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
ears,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
yard,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
holy,5,9.18E-06,3,6.83E-06,1.89E-05,2,2
nate,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
aint,5,9.18E-06,1,2.28E-06,3.79E-05,4,1
gays,5,9.18E-06,1,2.28E-06,3.79E-05,4,1
mars,5,9.18E-06,2,4.56E-06,2.84E-05,3,1
bain,5,9.18E-06,0,0,4.74E-05,5,1
neil,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
dear,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
bret,5,9.18E-06,5,1.14E-05,0,0,1
thin,5,9.18E-06,5,1.14E-05,0,0,1
clip,5,9.18E-06,5,1.14E-05,0,0,1
lows,5,9.18E-06,5,1.14E-05,0,0,1
jake,5,9.18E-06,5,1.14E-05,0,0,1
mobs,5,9.18E-06,5,1.14E-05,0,0,1
pork,5,9.18E-06,5,1.14E-05,0,0,1
ugly,5,9.18E-06,5,1.14E-05,0,0,2
Ø¯Ø±,5,9.18E-06,5,1.14E-05,0,0,#ERROR!
pigs,5,9.18E-06,5,1.14E-05,0,0,1
beds,5,9.18E-06,5,1.14E-05,0,0,1
lacy,5,9.18E-06,5,1.14E-05,0,0,2
phil,5,9.18E-06,5,1.14E-05,0,0,1
salt,5,9.18E-06,5,1.14E-05,0,0,1
fbis,5,9.18E-06,5,1.14E-05,0,0,1
dowd,5,9.18E-06,5,1.14E-05,0,0,1
rage,5,9.18E-06,5,1.14E-05,0,0,1
duly,5,9.18E-06,5,1.14E-05,0,0,2
wead,5,9.18E-06,5,1.14E-05,0,0,1
erie,5,9.18E-06,5,1.14E-05,0,0,2
lamb,5,9.18E-06,5,1.14E-05,0,0,1
trap,5,9.18E-06,5,1.14E-05,0,0,1
mans,5,9.18E-06,5,1.14E-05,0,0,1
vain,5,9.18E-06,5,1.14E-05,0,0,1
dogs,5,9.18E-06,5,1.14E-05,0,0,1
dick,5,9.18E-06,5,1.14E-05,0,0,1
rude,5,9.18E-06,5,1.14E-05,0,0,1
shep,5,9.18E-06,5,1.14E-05,0,0,1
nang,5,9.18E-06,5,1.14E-05,0,0,1
boys,5,9.18E-06,5,1.14E-05,0,0,1
cpac,5,9.18E-06,5,1.14E-05,0,0,1
fiat,5,9.18E-06,5,1.14E-05,0,0,1
spin,5,9.18E-06,5,1.14E-05,0,0,1
ohrs,5,9.18E-06,5,1.14E-05,0,0,1
dole,5,9.18E-06,5,1.14E-05,0,0,2
euro,5,9.18E-06,5,1.14E-05,0,0,2
foul,5,9.18E-06,5,1.14E-05,0,0,1
dance,5,9.18E-06,0,0,4.74E-05,5,1
grown,5,9.18E-06,2,4.56E-06,2.84E-05,3,1
hosts,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
risks,5,9.18E-06,1,2.28E-06,3.79E-05,4,1
holds,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
ports,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
lanes,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
earns,5,9.18E-06,1,2.28E-06,3.79E-05,4,1
elses,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
kicks,5,9.18E-06,0,0,4.74E-05,5,1
pause,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
chart,5,9.18E-06,2,4.56E-06,2.84E-05,3,1
sandy,5,9.18E-06,1,2.28E-06,3.79E-05,4,2
carol,5,9.18E-06,4,9.11E-06,9.47E-06,1,2
faces,5,9.18E-06,2,4.56E-06,2.84E-05,3,1
madam,5,9.18E-06,3,6.83E-06,1.89E-05,2,2
flood,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
teach,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
roots,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
cared,5,9.18E-06,2,4.56E-06,2.84E-05,3,1
cliff,5,9.18E-06,2,4.56E-06,2.84E-05,3,1
trend,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
colin,5,9.18E-06,3,6.83E-06,1.89E-05,2,2
pizza,5,9.18E-06,2,4.56E-06,2.84E-05,3,2
click,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
ryans,5,9.18E-06,0,0,4.74E-05,5,1
guide,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
freed,5,9.18E-06,2,4.56E-06,2.84E-05,3,1
shoot,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
image,5,9.18E-06,1,2.28E-06,3.79E-05,4,2
firms,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
derby,5,9.18E-06,4,9.11E-06,9.47E-06,1,2
posts,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
shirt,5,9.18E-06,0,0,4.74E-05,5,1
shred,5,9.18E-06,4,9.11E-06,9.47E-06,1,#ERROR!
trips,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
store,5,9.18E-06,3,6.83E-06,1.89E-05,2,1
bench,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
midst,5,9.18E-06,4,9.11E-06,9.47E-06,1,1
goals,5,9.18E-06,2,4.56E-06,2.84E-05,3,1
ailes,5,9.18E-06,5,1.14E-05,0,0,2
stahl,5,9.18E-06,5,1.14E-05,0,0,1
truck,5,9.18E-06,5,1.14E-05,0,0,1
sasse,5,9.18E-06,5,1.14E-05,0,0,1
macon,5,9.18E-06,5,1.14E-05,0,0,2
rumor,5,9.18E-06,5,1.14E-05,0,0,2
flint,5,9.18E-06,5,1.14E-05,0,0,1
creed,5,9.18E-06,5,1.14E-05,0,0,1
blind,5,9.18E-06,5,1.14E-05,0,0,1
occur,5,9.18E-06,5,1.14E-05,0,0,2
souls,5,9.18E-06,5,1.14E-05,0,0,1
lefts,5,9.18E-06,5,1.14E-05,0,0,1
inept,5,9.18E-06,5,1.14E-05,0,0,2
cures,5,9.18E-06,5,1.14E-05,0,0,1
irans,5,9.18E-06,5,1.14E-05,0,0,2
perry,5,9.18E-06,5,1.14E-05,0,0,2
motor,5,9.18E-06,5,1.14E-05,0,0,2
