trump_word,trump_count,trump_frequency,trump_syllable,,obama_word,obama_frequency,obama_count,obama_syllable
tony,10,2.28E-05,2,,avoided,9.47E-06,1,2
cure,10,2.28E-05,1,,unusual,9.47E-06,1,3
bail,10,2.28E-05,1,,stepped,9.47E-06,1,1
lake,10,2.28E-05,1,,barrels,9.47E-06,1,2
dana,10,2.28E-05,2,,payment,9.47E-06,1,2
iron,10,2.28E-05,2,,checked,9.47E-06,1,1
blow,10,2.28E-05,1,,chamber,9.47E-06,1,2
memo,10,2.28E-05,2,,greeted,9.47E-06,1,1
dark,10,2.28E-05,1,,unleash,9.47E-06,1,2
tate,10,2.28E-05,1,,damages,9.47E-06,1,2
zones,8,1.82E-05,1,,devoted,9.47E-06,1,2
lynch,8,1.82E-05,1,,smoking,9.47E-06,1,2
meant,7,1.59E-05,1,,shipping,1.89E-05,2,2
moral,3,6.83E-06,2,,boosting,2.84E-05,3,2
plays,7,1.59E-05,1,,reliable,1.89E-05,2,3
grace,6,1.37E-05,1,,lifeline,3.79E-05,4,3
laden,5,1.14E-05,2,,provides,1.89E-05,2,2
alive,8,1.82E-05,2,,rendered,2.84E-05,3,2
stops,9,2.05E-05,1,,requires,4.74E-05,5,2
pearl,9,2.05E-05,1,,chicagos,9.47E-06,1,3
floyd,10,2.28E-05,1,,overcome,9.47E-06,1,3
newly,10,2.28E-05,2,,cheering,2.84E-05,3,2
larry,10,2.28E-05,2,,enduring,1.89E-05,2,3
empty,10,2.28E-05,2,,educated,9.47E-06,1,3
rinos,10,2.28E-05,2,,suddenly,3.79E-05,4,3
katie,10,2.28E-05,2,,distance,9.47E-06,1,2
hunts,10,2.28E-05,1,,struggle,2.84E-05,3,2
rapid,10,2.28E-05,2,,canceled,9.47E-06,1,2
heavy,10,2.28E-05,2,,sabotage,9.47E-06,1,3
davos,10,2.28E-05,2,,bailouts,2.84E-05,3,2
gregg,10,2.28E-05,1,,monopoly,9.47E-06,1,4
flight,8,1.82E-05,1,,patience,1.89E-05,2,2
counts,8,1.82E-05,1,,ignoring,2.84E-05,3,3
decent,3,6.83E-06,2,,shameful,9.47E-06,1,3
museum,6,1.37E-05,2,,insulted,3.79E-05,4,2
bought,7,1.59E-05,1,,handouts,3.79E-05,4,2
shared,6,1.37E-05,1,,projects,9.47E-06,1,2
brutal,9,2.05E-05,2,,expenses,9.47E-06,1,2
magnet,2,4.56E-06,2,,selected,1.89E-05,2,2
stance,8,1.82E-05,1,,premiere,4.74E-05,5,2
hiding,7,1.59E-05,2,,japanese,9.47E-06,1,3
stores,8,1.82E-05,1,,mornings,9.47E-06,1,2
chosen,8,1.82E-05,2,,resource,1.89E-05,2,2
fulton,10,2.28E-05,2,,debating,9.47E-06,1,3
margin,10,2.28E-05,2,,nominees,9.47E-06,1,3
flawed,10,2.28E-05,1,,tuesdays,1.89E-05,2,2
unsafe,10,2.28E-05,2,,personnel,9.47E-06,1,3
hacked,10,2.28E-05,1,,surrender,9.47E-06,1,3
hawley,10,2.28E-05,2,,organized,9.47E-06,1,3
sweden,10,2.28E-05,2,,preschool,4.74E-05,5,2
begged,10,2.28E-05,1,,addressed,1.89E-05,2,2
assets,10,2.28E-05,2,,conspired,9.47E-06,1,2
handed,10,2.28E-05,1,,dismantle,9.47E-06,1,3
richer,10,2.28E-05,2,,backstage,4.74E-05,5,2
effects,2,4.56E-06,2,,shutdowns,9.47E-06,1,2
marines,8,1.82E-05,2,,magazines,9.47E-06,1,3
claimed,7,1.59E-05,1,,dependent,3.79E-05,4,3
inspire,8,1.82E-05,2,,lobbyists,9.47E-06,1,2
belongs,5,1.14E-05,2,,delegates,9.47E-06,1,3
hardest,3,6.83E-06,2,,expressed,9.47E-06,1,2
several,7,1.59E-05,3,,precedent,9.47E-06,1,3
prepare,6,1.37E-05,2,,implement,2.84E-05,3,3
houston,9,2.05E-05,2,,recovered,9.47E-06,1,3
compete,7,1.59E-05,2,,reviewing,9.47E-06,1,3
pledged,6,1.37E-05,1,,conducted,9.47E-06,1,2
worship,9,2.05E-05,2,,innovative,1.89E-05,2,4
enjoyed,8,1.82E-05,2,,settle,1.89E-05,2,2
fashion,9,2.05E-05,2,,betting,3.79E-05,4,2
outrage,9,2.05E-05,2,,attempts,1.89E-05,2,2
silence,7,1.59E-05,2,,chattanooga,9.47E-06,1,4
bahrain,10,2.28E-05,2,,pills,1.89E-05,2,1
recount,10,2.28E-05,2,,halloween,3.79E-05,4,3
laughed,10,2.28E-05,1,,louisville,9.47E-06,1,3
roaring,10,2.28E-05,2,,challenging,1.89E-05,2,3
lowlife,10,2.28E-05,2,,multimillionaires,4.74E-05,5,5
engaged,10,2.28E-05,2,,lit,3.79E-05,4,1
kenosha,10,2.28E-05,3,,grit,9.47E-06,1,1
taliban,10,2.28E-05,3,,diplomatic,9.47E-06,1,4
ripping,10,2.28E-05,2,,accomplish,1.89E-05,2,3
suggest,10,2.28E-05,2,,unit,9.47E-06,1,2
accused,10,2.28E-05,2,,screenings,3.79E-05,4,2
brandon,10,2.28E-05,2,,frustrated,1.89E-05,2,2
outlets,10,2.28E-05,2,,principles,1.89E-05,2,3
bongino,10,2.28E-05,3,,preventing,3.79E-05,4,3
inquiry,10,2.28E-05,3,,pretending,9.47E-06,1,3
bahamas,10,2.28E-05,3,,petersburg,9.47E-06,1,3
donation,1,2.28E-06,3,,explaining,9.47E-06,1,3
momentum,4,9.11E-06,3,,presenting,1.89E-05,2,3
rejected,9,2.05E-05,2,,judgeships,9.47E-06,1,3
pipeline,3,6.83E-06,3,,unyielding,9.47E-06,1,4
graduate,7,1.59E-05,2,,await,9.47E-06,1,2
maintain,7,1.59E-05,2,,visits,2.84E-05,3,2
entirely,9,2.05E-05,4,,permit,9.47E-06,1,2
constant,9,2.05E-05,2,,submit,2.84E-05,3,2
preserve,9,2.05E-05,2,,pursuit,9.47E-06,1,2
speeches,7,1.59E-05,1,,witnessed,9.47E-06,1,2
airports,8,1.82E-05,2,,stability,9.47E-06,1,4
traveled,3,6.83E-06,2,,creativity,4.74E-05,5,4
ultimate,8,1.82E-05,3,,responsibilities,4.74E-05,5,6
sticking,4,9.11E-06,2,,gathering,9.47E-06,1,3
earnings,8,1.82E-05,2,,commend,9.47E-06,1,2
pictures,9,2.05E-05,2,,mammograms,4.74E-05,5,3
analysis,10,2.28E-05,4,,recommendations,9.47E-06,1,5
kneeling,10,2.28E-05,2,,dangerously,3.79E-05,4,4
concerns,10,2.28E-05,2,,contributor,9.47E-06,1,4
employed,10,2.28E-05,2,,complicated,9.47E-06,1,3
directed,10,2.28E-05,2,,eliminating,2.84E-05,3,5
parkland,10,2.28E-05,2,,registering,1.89E-05,2,4
dialogue,10,2.28E-05,3,,deportation,2.84E-05,3,4
subpoena,10,2.28E-05,3,,subsidizing,1.89E-05,2,4
electric,10,2.28E-05,3,,introducing,2.84E-05,3,4
backwards,4,9.11E-06,2,,persecution,9.47E-06,1,4
economies,7,1.59E-05,4,,scholarships,4.74E-05,5,3
expansion,2,4.56E-06,3,,appointments,9.47E-06,1,3
spreading,9,2.05E-05,2,,headquarters,1.89E-05,2,3
qualified,8,1.82E-05,3,,performances,9.47E-06,1,3
unchecked,9,2.05E-05,2,,heartbreaking,1.89E-05,2,3
overrated,10,2.28E-05,3,,contraception,4.74E-05,5,4
presented,10,2.28E-05,2,,participating,9.47E-06,1,5
districts,10,2.28E-05,2,,kid,3.79E-05,4,1
abandoned,10,2.28E-05,3,,yom,1.89E-05,2,1
fashioned,10,2.28E-05,2,,zip,2.84E-05,3,1
guatemala,10,2.28E-05,4,,oct,3.79E-05,4,1
overturned,9,2.05E-05,3,,tie,9.47E-06,1,1
recipients,8,1.82E-05,3,,web,9.47E-06,1,1
reductions,10,2.28E-05,3,,bye,9.47E-06,1,1
misconduct,10,2.28E-05,3,,mlk,2.84E-05,3,1
sympathies,10,2.28E-05,3,,cos,9.47E-06,1,1
reciprocal,10,2.28E-05,4,,dig,9.47E-06,1,1
banning,5,1.14E-05,2,,deck,1.89E-05,2,1
button,6,1.37E-05,2,,chag,3.79E-05,4,1
battles,9,2.05E-05,2,,shed,1.89E-05,2,#ERROR!
barletta,10,2.28E-05,3,,draw,1.89E-05,2,1
killer,9,2.05E-05,2,,ages,2.84E-05,3,1
collapse,7,1.59E-05,2,,mens,3.79E-05,4,1
challenged,7,1.59E-05,2,,torn,9.47E-06,1,1
sits,6,1.37E-05,1,,mate,2.84E-05,3,1
editor,9,2.05E-05,3,,usas,9.47E-06,1,2
monitor,10,2.28E-05,3,,song,1.89E-05,2,1
thereby,10,2.28E-05,3,,hood,9.47E-06,1,1
necessity,4,9.11E-06,4,,koch,9.47E-06,1,1
gratitude,8,1.82E-05,3,,meal,3.79E-05,4,1
liability,10,2.28E-05,4,,stem,9.47E-06,1,1
criticize,10,2.28E-05,3,,beer,9.47E-06,1,1
submitted,9,2.05E-05,2,,erin,9.47E-06,1,2
unsolicited,10,2.28E-05,4,,haul,1.89E-05,2,1
accountability,10,2.28E-05,6,,donor,2.84E-05,3,2
unthinkable,9,2.05E-05,4,,poses,3.79E-05,4,1
philippines,9,2.05E-05,3,,acres,9.47E-06,1,1
meaningless,8,1.82E-05,3,,marry,3.79E-05,4,2
incorrectly,10,2.28E-05,4,,hotel,1.89E-05,2,2
replacement,10,2.28E-05,4,,aired,9.47E-06,1,1
apprehended,10,2.28E-05,3,,fresh,9.47E-06,1,1
command,10,2.28E-05,2,,wheel,9.47E-06,1,1
recommended,9,2.05E-05,3,,nobel,9.47E-06,1,2
manufactured,7,1.59E-05,4,,tools,2.84E-05,3,1
undocumented,2,4.56E-06,4,,cents,2.84E-05,3,1
registration,3,6.83E-06,4,,hoops,3.79E-05,4,1
coordination,10,2.28E-05,4,,adult,1.89E-05,2,2
catastrophic,10,2.28E-05,4,,grade,1.89E-05,2,1
controversial,4,9.11E-06,4,,lived,9.47E-06,1,1
determination,9,2.05E-05,5,,scope,9.47E-06,1,1
obstructionists,10,2.28E-05,4,,whove,2.84E-05,3,1
epa,8,1.82E-05,1,,johns,1.89E-05,2,1
vet,8,1.82E-05,1,,cried,9.47E-06,1,1
map,3,6.83E-06,1,,saves,2.84E-05,3,1
rnc,8,1.82E-05,1,,malia,3.79E-05,4,2
art,6,1.37E-05,1,,sasha,3.79E-05,4,2
fda,9,2.05E-05,1,,harms,2.84E-05,3,1
wsj,9,2.05E-05,1,,alike,9.47E-06,1,2
nine,2,4.56E-06,1,,aimed,1.89E-05,2,1
nasa,5,1.14E-05,2,,libya,2.84E-05,3,2
cuba,8,1.82E-05,2,,qaeda,2.84E-05,3,2
gina,8,1.82E-05,2,,spots,9.47E-06,1,1
size,8,1.82E-05,1,,kagan,3.79E-05,4,2
ruin,8,1.82E-05,1,,champ,9.47E-06,1,1
scum,9,2.05E-05,1,,sheet,1.89E-05,2,1
regs,9,2.05E-05,1,,brink,2.84E-05,3,1
plot,9,2.05E-05,1,,swiss,1.89E-05,2,1
sued,9,2.05E-05,1,,sonia,3.79E-05,4,2
soul,9,2.05E-05,1,,erase,9.47E-06,1,2
guts,9,2.05E-05,1,,drove,1.89E-05,2,1
dept,9,2.05E-05,1,,lauer,9.47E-06,1,2
acid,9,2.05E-05,2,,hires,9.47E-06,1,1
envy,9,2.05E-05,2,,casey,9.47E-06,1,2
sight,6,1.37E-05,1,,metro,9.47E-06,1,2
clock,4,9.11E-06,1,,warmer,1.89E-05,2,2
prize,7,1.59E-05,1,,taught,1.89E-05,2,1
movie,5,1.14E-05,2,,crises,2.84E-05,3,1
hurts,7,1.59E-05,1,,twenty,2.84E-05,3,2
aware,8,1.82E-05,2,,treats,1.89E-05,2,1
score,5,1.14E-05,1,,scared,9.47E-06,1,1
fails,8,1.82E-05,1,,campus,9.47E-06,1,2
tampa,7,1.59E-05,2,,sister,9.47E-06,1,2
winds,8,1.82E-05,1,,smiles,2.84E-05,3,2
model,7,1.59E-05,2,,punish,9.47E-06,1,2
block,5,1.14E-05,1,,firmly,9.47E-06,1,2
hopes,7,1.59E-05,1,,formal,9.47E-06,1,2
mouth,8,1.82E-05,1,,solves,9.47E-06,1,1
fauci,9,2.05E-05,2,,shores,9.47E-06,1,1
cheat,9,2.05E-05,1,,beside,9.47E-06,1,2
notes,9,2.05E-05,1,,buyers,9.47E-06,1,2
flags,9,2.05E-05,1,,reward,3.79E-05,4,2
pilot,9,2.05E-05,2,,kicked,2.84E-05,3,1
hater,9,2.05E-05,2,,insult,9.47E-06,1,2
hated,9,2.05E-05,1,,famous,1.89E-05,2,2
corey,9,2.05E-05,2,,incest,2.84E-05,3,2
admin,9,2.05E-05,2,,podium,1.89E-05,2,2
ralph,9,2.05E-05,1,,relied,9.47E-06,1,2
trick,9,2.05E-05,1,,driver,1.89E-05,2,2
hanoi,9,2.05E-05,2,,videos,1.89E-05,2,2
active,5,1.14E-05,2,,rounds,9.47E-06,1,1
streak,3,6.83E-06,1,,circus,9.47E-06,1,2
salary,8,1.82E-05,3,,legion,9.47E-06,1,2
stayed,7,1.59E-05,1,,giants,9.47E-06,1,1
pursue,5,1.14E-05,2,,lauren,9.47E-06,1,2
thrive,8,1.82E-05,1,,manage,9.47E-06,1,2
autism,6,1.37E-05,2,,advise,9.47E-06,1,2
thomas,7,1.59E-05,2,,steady,9.47E-06,1,2
borrow,6,1.37E-05,2,,sights,9.47E-06,1,1
toledo,4,9.11E-06,3,,moscow,9.47E-06,1,2
boeing,7,1.59E-05,2,,studies,9.47E-06,1,2
quotes,8,1.82E-05,1,,examine,9.47E-06,1,3
harbor,8,1.82E-05,2,,latinos,1.89E-05,2,3
perdue,9,2.05E-05,2,,inmates,1.89E-05,2,2
guests,9,2.05E-05,1,,singing,3.79E-05,4,2
anchor,9,2.05E-05,2,,sameach,3.79E-05,4,2
detail,9,2.05E-05,2,,strides,1.89E-05,2,1
hardly,9,2.05E-05,2,,charter,9.47E-06,1,2
assume,9,2.05E-05,2,,defined,1.89E-05,2,2
normal,9,2.05E-05,2,,episode,3.79E-05,4,3
yearly,9,2.05E-05,2,,focuses,1.89E-05,2,2
arrest,9,2.05E-05,2,,prouder,3.79E-05,4,2
filthy,9,2.05E-05,2,,essence,1.89E-05,2,2
backed,9,2.05E-05,1,,drought,1.89E-05,2,1
leakin,9,2.05E-05,2,,predict,9.47E-06,1,2
tanked,9,2.05E-05,1,,cameras,9.47E-06,1,3
lasting,5,1.14E-05,2,,antonio,1.89E-05,2,3
cheaper,5,1.14E-05,2,,content,1.89E-05,2,2
creates,6,1.37E-05,1,,francis,9.47E-06,1,2
bridges,5,1.14E-05,1,,visions,2.84E-05,3,2
abandon,6,1.37E-05,3,,messina,3.79E-05,4,3
soldier,7,1.59E-05,2,,married,1.89E-05,2,2
sharing,3,6.83E-06,2,,springs,9.47E-06,1,1
newtown,1,2.28E-06,2,,posting,9.47E-06,1,2
familys,1,2.28E-06,3,,reclaim,9.47E-06,1,2
hashtag,1,2.28E-06,2,,qualify,9.47E-06,1,3
madison,6,1.37E-05,3,,filings,9.47E-06,1,2
compare,6,1.37E-05,2,,arguing,1.89E-05,2,2
expense,6,1.37E-05,2,,stormed,9.47E-06,1,1
bonuses,7,1.59E-05,2,,license,9.47E-06,1,2
maximum,8,1.82E-05,3,,jessica,1.89E-05,2,3
imposed,8,1.82E-05,2,,shocked,9.47E-06,1,1
centers,8,1.82E-05,2,,israels,9.47E-06,1,2
burning,8,1.82E-05,2,,offices,9.47E-06,1,2
certify,9,2.05E-05,3,,stamped,1.89E-05,2,1
atlanta,9,2.05E-05,3,,warfare,1.89E-05,2,2
tainted,9,2.05E-05,1,,pardons,9.47E-06,1,2
proceed,9,2.05E-05,2,,pledges,9.47E-06,1,1
besides,9,2.05E-05,2,,captain,9.47E-06,1,2
flowing,9,2.05E-05,2,,hivaids,1.89E-05,2,2
funeral,9,2.05E-05,3,,observe,9.47E-06,1,2
proving,9,2.05E-05,2,,backing,9.47E-06,1,2
begging,9,2.05E-05,2,,tackling,3.79E-05,4,2
managed,9,2.05E-05,2,,choosing,1.89E-05,2,2
omarosa,9,2.05E-05,4,,prevents,1.89E-05,2,2
jinping,9,2.05E-05,2,,pledging,2.84E-05,3,2
broward,9,2.05E-05,2,,reverend,9.47E-06,1,3
cartels,9,2.05E-05,2,,drinking,3.79E-05,4,2
holidays,3,6.83E-06,3,,reserved,3.79E-05,4,2
eligible,1,2.28E-06,4,,openings,9.47E-06,1,3
invested,4,9.11E-06,2,,survival,1.89E-05,2,3
pentagon,7,1.59E-05,3,,marathon,1.89E-05,2,3
glorious,8,1.82E-05,3,,spectrum,9.47E-06,1,2
focusing,6,1.37E-05,3,,deferred,2.84E-05,3,2
dreamers,1,2.28E-06,2,,columbia,9.47E-06,1,3
measures,5,1.14E-05,2,,murdered,1.89E-05,2,2
founding,5,1.14E-05,2,,diminish,9.47E-06,1,3
wasteful,6,1.37E-05,3,,prospect,9.47E-06,1,2
whenever,6,1.37E-05,3,,timeline,2.84E-05,3,3
shopping,3,6.83E-06,2,,knocking,1.89E-05,2,2
purchase,8,1.82E-05,2,,richmond,2.84E-05,3,2
confront,8,1.82E-05,2,,generate,2.84E-05,3,3
severely,4,9.11E-06,4,,stickers,3.79E-05,4,2
specific,5,1.14E-05,3,,offshore,3.79E-05,4,2
convince,6,1.37E-05,2,,finances,9.47E-06,1,2
disagree,7,1.59E-05,3,,controls,9.47E-06,1,2
platform,8,1.82E-05,2,,ideology,9.47E-06,1,4
impacted,8,1.82E-05,2,,tracking,9.47E-06,1,2
respects,8,1.82E-05,2,,disclose,9.47E-06,1,2
secretly,8,1.82E-05,3,,historys,2.84E-05,3,3
cheating,9,2.05E-05,2,,disposal,9.47E-06,1,3
crushing,9,2.05E-05,2,,mourning,1.89E-05,2,2
counties,9,2.05E-05,2,,donating,9.47E-06,1,3
atlantic,9,2.05E-05,3,,sunny,3.79E-05,4,2
vacation,9,2.05E-05,3,,gonna,3.79E-05,4,2
blakeman,9,2.05E-05,3,,jeanne,9.47E-06,1,1
founders,9,2.05E-05,2,,minnesotas,1.89E-05,2,4
zelensky,9,2.05E-05,3,,sentenced,9.47E-06,1,2
syndrome,9,2.05E-05,2,,somewhere,2.84E-05,3,3
pakistan,9,2.05E-05,3,,treasures,1.89E-05,2,2
behavior,9,2.05E-05,3,,discovery,2.84E-05,3,4
churches,9,2.05E-05,1,,fortunate,2.84E-05,3,3
internal,9,2.05E-05,3,,extending,3.79E-05,4,3
starving,9,2.05E-05,2,,declining,9.47E-06,1,3
opposing,9,2.05E-05,3,,recipient,9.47E-06,1,3
opinions,9,2.05E-05,3,,pakistani,9.47E-06,1,4
permanent,6,1.37E-05,3,,senseless,1.89E-05,2,3
workplace,2,4.56E-06,2,,someplace,9.47E-06,1,3
awareness,3,6.83E-06,4,,happiness,3.79E-05,4,3
wildfires,7,1.59E-05,2,,automatic,9.47E-06,1,4
impressed,8,1.82E-05,2,,civilians,9.47E-06,1,3
principle,5,1.14E-05,3,,inaugural,1.89E-05,2,4
developed,8,1.82E-05,3,,wasserman,9.47E-06,1,3
holocaust,8,1.82E-05,3,,abortions,3.79E-05,4,3
extension,7,1.59E-05,3,,insulting,9.47E-06,1,3
penalties,8,1.82E-05,3,,meanwhile,9.47E-06,1,3
producing,8,1.82E-05,3,,crumbling,9.47E-06,1,2
projected,9,2.05E-05,2,,classroom,3.79E-05,4,2
elsewhere,9,2.05E-05,3,,refinance,2.84E-05,3,3
interfere,9,2.05E-05,3,,apologies,9.47E-06,1,4
replacing,9,2.05E-05,3,,prevented,2.84E-05,3,2
australia,9,2.05E-05,3,,graduates,3.79E-05,4,2
informant,9,2.05E-05,3,,convinced,9.47E-06,1,2
manner,9,2.05E-05,2,,financing,1.89E-05,2,3
unnamed,9,2.05E-05,2,,giveaways,2.84E-05,3,3
homeowners,1,2.28E-06,3,,overnight,9.47E-06,1,3
regardless,7,1.59E-05,3,,backtrack,3.79E-05,4,2
retirement,4,9.11E-06,4,,appearing,9.47E-06,1,3
patriotism,5,1.14E-05,3,,addiction,9.47E-06,1,3
christians,6,1.37E-05,2,,unfolding,9.47E-06,1,3
represents,7,1.59E-05,3,,advancing,9.47E-06,1,3
resistance,8,1.82E-05,3,,nationals,9.47E-06,1,3
parenthood,2,4.56E-06,3,,wondering,9.47E-06,1,3
outrageous,8,1.82E-05,4,,motto,1.89E-05,2,2
socialists,9,2.05E-05,3,,spotted,1.89E-05,2,1
developing,9,2.05E-05,4,,forgetting,1.89E-05,2,3
directions,9,2.05E-05,3,,tells,1.89E-05,2,1
respectful,9,2.05E-05,3,,battlefield,9.47E-06,1,3
violations,9,2.05E-05,3,,pillar,9.47E-06,1,2
annapolis,9,2.05E-05,4,,battleground,9.47E-06,1,3
otto,9,2.05E-05,2,,stalling,2.84E-05,3,2
letters,5,1.14E-05,2,,unite,9.47E-06,1,2
barrett,8,1.82E-05,2,,haiti,1.89E-05,2,2
jarrett,9,2.05E-05,2,,habits,1.89E-05,2,2
attacked,8,1.82E-05,2,,invite,9.47E-06,1,2
sally,8,1.82E-05,2,,credits,2.84E-05,3,2
fulfill,5,1.14E-05,2,,identity,1.89E-05,2,4
william,8,1.82E-05,2,,portrait,9.47E-06,1,2
darrell,9,2.05E-05,2,,benefiting,1.89E-05,2,4
mentally,8,1.82E-05,3,,inequality,3.79E-05,4,5
trillions,9,2.05E-05,2,,definition,9.47E-06,1,4
allegiance,8,1.82E-05,3,,recommit,2.84E-05,3,3
dramatically,9,2.05E-05,5,,commitments,9.47E-06,1,3
limit,2,4.56E-06,2,,disabilities,3.79E-05,4,5
profit,5,1.14E-05,2,,institutions,9.47E-06,1,4
writes,7,1.59E-05,1,,affordability,3.79E-05,4,6
visited,6,1.37E-05,2,,motivation,2.84E-05,3,4
minority,6,1.37E-05,4,,organizers,3.79E-05,4,4
activity,9,2.05E-05,4,,questioned,9.47E-06,1,2
tradition,9,2.05E-05,3,,birthright,9.47E-06,1,2
priorities,6,1.37E-05,3,,everglades,1.89E-05,2,3
university,6,1.37E-05,5,,graduating,1.89E-05,2,3
activities,9,2.05E-05,4,,describing,9.47E-06,1,3
facilities,9,2.05E-05,4,,congestion,9.47E-06,1,3
committing,8,1.82E-05,3,,aggressive,9.47E-06,1,3
irregularities,9,2.05E-05,6,,invincible,1.89E-05,2,4
strengthens,4,9.11E-06,2,,valentines,3.79E-05,4,3
differences,2,4.56E-06,3,,undermines,1.89E-05,2,3
departments,8,1.82E-05,3,,selflessly,9.47E-06,1,3
participate,7,1.59E-05,4,,compassion,9.47E-06,1,3
termination,9,2.05E-05,4,,introduced,9.47E-06,1,3
catastrophe,9,2.05E-05,3,,philosophy,9.47E-06,1,4
perpetrated,9,2.05E-05,3,,calculator,3.79E-05,4,4
accusations,9,2.05E-05,4,,apparently,9.47E-06,1,4
exoneration,9,2.05E-05,5,,bargaining,9.47E-06,1,3
acknowledge,9,2.05E-05,3,,conviction,9.47E-06,1,3
commander,1,2.28E-06,3,,unleashing,9.47E-06,1,3
disadvantage,8,1.82E-05,4,,vindication,9.47E-06,1,4
neighborhood,7,1.59E-05,3,,overturning,2.84E-05,3,4
circumstances,6,1.37E-05,3,,nonpartisan,2.84E-05,3,4
overwhelmingly,8,1.82E-05,5,,certificate,3.79E-05,4,4
cap,3,6.83E-06,1,,consistently,1.89E-05,2,4
net,5,1.14E-05,1,,embarrassing,9.47E-06,1,4
lay,3,6.83E-06,1,,congratulates,2.84E-05,3,4
hey,1,2.28E-06,1,,grandchildren,1.89E-05,2,3
row,4,9.11E-06,1,,congratulating,1.89E-05,2,5
fly,7,1.59E-05,1,,accomplishment,1.89E-05,2,4
liz,8,1.82E-05,1,,environmentalists,2.84E-05,3,6
amy,8,1.82E-05,1,,eat,9.47E-06,1,1
sgt,8,1.82E-05,1,,bfd,2.84E-05,3,1
rex,8,1.82E-05,1,,bar,9.47E-06,1,1
dave,6,1.37E-05,1,,cbo,1.89E-05,2,1
sake,5,1.14E-05,1,,sox,1.89E-05,2,1
youd,3,6.83E-06,1,,tip,9.47E-06,1,1
grab,4,9.11E-06,1,,ton,9.47E-06,1,1
cute,7,1.59E-05,1,,feb,2.84E-05,3,1
cory,7,1.59E-05,2,,cry,9.47E-06,1,1
tree,5,1.14E-05,1,,pin,9.47E-06,1,1
epic,6,1.37E-05,2,,hint,2.84E-05,3,1
adds,5,1.14E-05,1,,dust,1.89E-05,2,1
ride,6,1.37E-05,1,,beau,2.84E-05,3,2
sums,7,1.59E-05,1,,maya,2.84E-05,3,2
bowl,7,1.59E-05,1,,moms,2.84E-05,3,1
ceos,7,1.59E-05,1,,myth,1.89E-05,2,1
dare,7,1.59E-05,1,,lori,9.47E-06,1,2
redo,8,1.82E-05,2,,shop,1.89E-05,2,1
uses,8,1.82E-05,1,,tova,1.89E-05,2,2
type,8,1.82E-05,1,,doma,2.84E-05,3,2
dean,8,1.82E-05,1,,tear,9.47E-06,1,1
sham,8,1.82E-05,1,,dime,1.89E-05,2,1
club,8,1.82E-05,1,,bird,2.84E-05,3,1
tied,8,1.82E-05,1,,wire,9.47E-06,1,1
self,8,1.82E-05,1,,jerk,9.47E-06,1,1
buys,8,1.82E-05,1,,owes,9.47E-06,1,1
bust,8,1.82E-05,1,,prep,9.47E-06,1,1
cheer,2,4.56E-06,1,,owns,1.89E-05,2,1
seize,2,4.56E-06,1,,helm,9.47E-06,1,1
fifth,6,1.37E-05,1,,pink,2.84E-05,3,1
saint,7,1.59E-05,1,,rosh,9.47E-06,1,1
smile,1,2.28E-06,2,,root,9.47E-06,1,1
tight,6,1.37E-05,1,,asset,9.47E-06,1,2
floor,3,6.83E-06,1,,selma,2.84E-05,3,2
rural,6,1.37E-05,2,,risen,1.89E-05,2,2
chose,4,9.11E-06,1,,joins,1.89E-05,2,1
blood,7,1.59E-05,1,,ebola,1.89E-05,2,3
booth,5,1.14E-05,1,,budge,9.47E-06,1,1
cross,6,1.37E-05,1,,ladys,2.84E-05,3,2
bunch,5,1.14E-05,1,,ethic,1.89E-05,2,2
solid,7,1.59E-05,2,,broad,9.47E-06,1,1
sends,7,1.59E-05,1,,awful,9.47E-06,1,2
davis,7,1.59E-05,2,,shore,9.47E-06,1,1
plate,7,1.59E-05,1,,glass,9.47E-06,1,1
boxes,8,1.82E-05,1,,weigh,2.84E-05,3,1
stole,8,1.82E-05,2,,angel,9.47E-06,1,2
masks,8,1.82E-05,1,,retro,2.84E-05,3,2
jesse,8,1.82E-05,1,,sixth,9.47E-06,1,1
hired,8,1.82E-05,1,,reply,1.89E-05,2,2
filed,8,1.82E-05,1,,dewey,9.47E-06,1,2
gross,8,1.82E-05,1,,meets,1.89E-05,2,1
riots,8,1.82E-05,1,,santa,9.47E-06,1,2
tapes,8,1.82E-05,1,,rails,1.89E-05,2,1
frank,8,1.82E-05,1,,strip,9.47E-06,1,1
noble,8,1.82E-05,2,,irene,2.84E-05,3,2
shots,8,1.82E-05,1,,alice,9.47E-06,1,2
yates,8,1.82E-05,1,,swear,9.47E-06,1,1
bases,8,1.82E-05,1,,latin,9.47E-06,1,2
cuban,8,1.82E-05,2,,lunar,9.47E-06,1,2
loses,8,1.82E-05,1,,slide,9.47E-06,1,1
hence,8,1.82E-05,1,,aiming,9.47E-06,1,2
index,8,1.82E-05,2,,cynics,2.84E-05,3,2
kanye,8,1.82E-05,2,,repair,1.89E-05,2,2
megan,8,1.82E-05,2,,parent,1.89E-05,2,2
locked,7,1.59E-05,1,,shapes,9.47E-06,1,1
houses,2,4.56E-06,1,,sprint,9.47E-06,1,1
walked,5,1.14E-05,1,,keeper,2.84E-05,3,2
austin,6,1.37E-05,2,,trains,1.89E-05,2,1
suffer,6,1.37E-05,2,,joshua,1.89E-05,2,2
golden,5,1.14E-05,2,,lonely,9.47E-06,1,3
